1,2,3
Current45Gain25354050_UPhaseCurrCompFactorNVR,NVRam,CDD
Current45Gain25354050_VPhaseCurrCompFactorNVR,NVRam,CDD
Current45Gain25354050_WPhaseCurrCompFactorNVR,NVRam,CDD
Current80Gain25354050_UPhaseCurrCompFactorNVR,NVRam,CDD
Current80Gain25354050_VPhaseCurrCompFactorNVR,NVRam,CDD
Current80Gain25354050_WPhaseCurrCompFactorNVR,NVRam,CDD
FactoryTBT,CanTerm,CDD
FactoryTasAngle,N/A,CDD
Gain25_UWVPhaseZeroCurrentDeviaNVR,NVRam,CDD
Gain35_UWVPhaseZeroCurrentDeviaNVR,NVRam,CDD
Gain40_UWVPhaseZeroCurrentDeviaNVR,NVRam,CDD
Gain50_UWVPhaseZeroCurrentDeviaNVR,NVRam,CDD
HighTempCurrent45Gain25354050_UPhaseCurrCompFactorNVR,NVRam,CDD
HighTempCurrent45Gain25354050_VPhaseCurrCompFactorNVR,NVRam,CDD
HighTempCurrent45Gain25354050_WPhaseCurrCompFactorNVR,NVRam,CDD
HighTempCurrent80Gain25354050_UPhaseCurrCompFactorNVR,NVRam,CDD
HighTempCurrent80Gain25354050_VPhaseCurrCompFactorNVR,NVRam,CDD
HighTempCurrent80Gain25354050_WPhaseCurrCompFactorNVR,NVRam,CDD
HighTempGain25_UWVPhaseZeroCurrentDeviaNVR,NVRam,CDD
HighTempGain35_UWVPhaseZeroCurrentDeviaNVR,NVRam,CDD
HighTempGain40_UWVPhaseZeroCurrentDeviaNVR,NVRam,CDD
HighTempGain50_UWVPhaseZeroCurrentDeviaNVR,NVRam,CDD
VBAT1GradValueOffsetValueNVR,NVRam,CDD
VBATGradValueOffsetValueNVR,NVRam,CDD
eMotoRPSOffsetNVR,NVRam,CDD
fTasFactoryMode,CanTerm,CDD
fTasMechFaultNVR,NVRam,CDD
mLimMotorTorque,TorqueLimitationCoordinator,CDD
mLimMotorTorque_2,TorqueLimitationCoordinator,CDD
sEngingRunningState,EngineRunning,CDD
sKL15State,IgnitionCalculation(sSystemKL15State),CDD
sSystemState,SystemStateMachine,CDD
vAbsAvgVehicleSpeed,VehicleSpeedMain,CDD
vTASAngleSpeed,RackPosition,CDD
yRPSCalibFlag,CanTerm,CDD
PreDrvI_SetOutputStageOff,CDD,N/A
PreDrvI_SetOutputStageOn,CDD,N/A
SbcI_PowerOnReset,CDD,N/A
SbcI_ResetPreparation,CDD,N/A
ErrReaI_Indicator,ErrorReaction,CDD
NvRamI_GetBlockStatus,NVRam,CDD
NvRamI_WriteBlock,NVRam,CDD
SSM_EventNotify,SystemStateMachine,CDD
WdgMonI_RunnCPR,WdgMMonitor,CDD
WdgMonI_RunnCPR100ms,WdgMMonitor,CDD
,,
Table: HighSpeedDamping Dependency,,
Interface,Sender/Server,Receiver/Client
mHiSpdDampTorq4Check,HighSpeedDamping,N/A
nAbsRotorSpd,N/A,HighSpeedDamping
nRotorSpeedSafe,N/A,HighSpeedDamping
sESLearnStateLeftNVR,N/A,HighSpeedDamping
sESLearnStateRightNVR,N/A,HighSpeedDamping
sSteeringAngleInitState,N/A,HighSpeedDamping
wAbsSteeringAngle,N/A,HighSpeedDamping
wSteeringAngle,N/A,HighSpeedDamping
wSteeringAngleLeftEnd,N/A,HighSpeedDamping
wSteeringAngleRightEnd,N/A,HighSpeedDamping
xGearSign,N/A,HighSpeedDamping
WdgMonI_RunnCPR,N/A,HighSpeedDamping
,,
Table: RotorSpeedCalCheckPlausi Dependency,,
Interface,Sender/Server,Receiver/Client
nAbsGenerRotSpeed,RotorSpeedCalCheckPlausi,ActiveDamping(nAbsGeneratoricRotSpd)|SafetyGuardian(nAbsGeneratorRotorSpeed)|SafetyGuardianPlausi(nAbsGeneratorRotorSpeed)
nAbsGenerRotSpeed_2,RotorSpeedCalCheckPlausi,SafetyGuardian(nAbsGeneratorRotorSpeed_2)|SafetyGuardianPlausi(nAbsGeneratorRotorSpeed_2)
nAbsRotSpeedFilt,RotorSpeedCalCheckPlausi,ActiveDamping(nAbsRotSpdFilt)|FrictionCompensation(nAbsRotorSpdFilt)|TorqueLimitationCoordinator(nRotorSpeedFilt)
nRotSpeedFilt,RotorSpeedCalCheckPlausi,ActiveDamping(nRotSpdFilt)|EndStopCheckPlausi(nRotorSpeedSafe)|FrictionCompensation(nRotorSpeedSign)|RackPosCorr(nRotorSpeedFilt)
mLimMotorTorue,TorqueLimitationCoordinator(mLimMotorTorque),RotorSpeedCalCheckPlausi
nAbsGeneratoricRotorSpeed4Plausi,RotorSpeedCalculation,RotorSpeedCalCheckPlausi
nAbsRotorSpeedFilt,RotorSpeedCalculation,RotorSpeedCalCheckPlausi
nRawRotorSpeed,RPS,RotorSpeedCalCheckPlausi
nRotorSpeedFilt,RotorSpeedCalculation,RotorSpeedCalCheckPlausi
ErrReaI_Indicator,ErrorReaction,RotorSpeedCalCheckPlausi
Event_DemEvent_AppPlausiCheckErr,N/A,RotorSpeedCalCheckPlausi
RDII_ReadCheckRedundantRamU16,N/A,RotorSpeedCalCheckPlausi
WdgMonI_RunnCPR,WdgMMonitor,RotorSpeedCalCheckPlausi
,,
Table: EndStopCheckPlausi Dependency,,
Interface,Sender/Server,Receiver/Client
mESMotorTorque,EndStopCheckPlausi,PowerAssistance(mEndStopMotorTorque)
mSumESHSDTorque,EndStopCheckPlausi,TorqueLimitationCoordinator
mSumESHSDTorque_2,EndStopCheckPlausi,TorqueLimitationCoordinator
mESMotorTorque4Check,EndStop,EndStopCheckPlausi
mHiSpdDampTorq4Check,EndStop,EndStopCheckPlausi
nRotorSpeedSafe,RotorSpeedCalCheckPlausi(nRotSpeedFilt),EndStopCheckPlausi
sESLearnStateLeftNVR,NVRam,EndStopCheckPlausi
sESLearnStateRightNVR,NVRam,EndStopCheckPlausi
sSteeringAngleInitState,RackPosition,EndStopCheckPlausi
wAbsSteeringAngle,RackPosCorr,EndStopCheckPlausi
wSteeringAngle,RackPosCorr,EndStopCheckPlausi
wSteeringAngleLeftEnd,RackPositionPlausi,EndStopCheckPlausi
wSteeringAngleRightEnd,RackPositionPlausi,EndStopCheckPlausi
wSteeringAngle_2,RackPosCorr,EndStopCheckPlausi
RDII_ReadCheckRedundantRamS16,RamDataIntegrity,EndStopCheckPlausi
WdgMonI_RunnCPR,WdgMMonitor,EndStopCheckPlausi
,,
Table: FrictionCompensation Dependency,,
Interface,Sender/Server,Receiver/Client
IRV_sFricCompTorqTotalValidIRV,FrictionCompensation,N/A
mFricCompMotTorq,FrictionCompensation,SteeringControl|UDSServices
mFricCompMotTorqNVW,FrictionCompensation,NVRam
mFricCompMotTorqNVR,NVRam,FrictionCompensation
mLimMotorTorue,TorqueLimitationCoordinator(mLimMotorTorque),FrictionCompensation
mTorsionBarTorque,TAS,FrictionCompensation
nAbsRotorSpdFilt,RotorSpeedCalCheckPlausi(nAbsRotSpeedFilt),FrictionCompensation
nRotorSpeedSign,RotorSpeedCalCheckPlausi(nRotSpeedFilt),FrictionCompensation
sSteeringAngleInitState,RackPosition,FrictionCompensation
sVehicleSpeedState,VehicleSpeedMain,FrictionCompensation
vAbsVehicleSpeedFilt,VehicleSpeedMain(vAbsAvgVehicleSpeed),FrictionCompensation
wAbsSteeringAngle,RackPosCorr,FrictionCompensation
wSteeringAngle,RackPosCorr,FrictionCompensation
xGearSign,ApplicationFunctionManage,FrictionCompensation
Event_DemEvent_AppAssistCurveInvalid,N/A,FrictionCompensation
Event_DemEvent_AppBattVoltHighWarning,N/A,FrictionCompensation
Event_DemEvent_AppBattVoltLowWarning,N/A,FrictionCompensation
Event_DemEvent_AppCalibCheckErr,N/A,FrictionCompensation
Event_DemEvent_AppChatterIdentifiedRed,N/A,FrictionCompensation
Event_DemEvent_AppFrictionHigh,N/A,FrictionCompensation
Event_DemEvent_AppSafetyGuardianIntegralAboveLim,N/A,FrictionCompensation
Event_DemEvent_AppSteerAngErrorNotInit,N/A,FrictionCompensation
Event_DemEvent_TasAngleMechanicalFault,N/A,FrictionCompensation
WdgMonI_RunnCPR,WdgMMonitor,FrictionCompensation
,,
Table: ActiveReturnPlausi Dependency,,
Interface,Sender/Server,Receiver/Client
mActiveReturnMotorTorq,ActiveReturnPlausi,TorqueLimitationCoordinator|UDSServices
mActiveReturnMotorTorq_2,ActiveReturnPlausi,TorqueLimitationCoordinator
mAbsTorsionBarTorque,TAS,ActiveReturnPlausi
mActiveReturnMotorTorq4Check,ActiveReturn,ActiveReturnPlausi
vAbsSafeVehicleSpeed,VehicleSpeedPlausi,ActiveReturnPlausi
vAbsSafeVehicleSpeed_2,VehicleSpeedPlausi,ActiveReturnPlausi
ErrReaI_Indicator,ErrorReaction,ActiveReturnPlausi
Event_DemEvent_AppARTrqAboveLim,N/A,ActiveReturnPlausi
RDII_ReadCheckRedundantRamS16,N/A,ActiveReturnPlausi
RDII_ReadCheckRedundantRamU16,RamDataIntegrity,ActiveReturnPlausi
WdgMonI_RunnCPR,WdgMMonitor,ActiveReturnPlausi
,,
Table: HighSpeedDampingPlausi Dependency,,
Interface,Sender/Server,Receiver/Client
mHiSpdDampTorq,HighSpeedDampingPlausi,N/A
mHiSpdDampTorq_2,HighSpeedDampingPlausi,N/A
wAbsSteeringAngle,N/A,HighSpeedDampingPlausi
wSteeringAngle,N/A,HighSpeedDampingPlausi
wSteeringAngleLeftEnd,N/A,HighSpeedDampingPlausi
wSteeringAngleRightEnd,N/A,HighSpeedDampingPlausi
xGearSign,N/A,HighSpeedDampingPlausi
RDII_ReadCheckRedundantRamS16,N/A,HighSpeedDampingPlausi
WdgMonI_RunnCPR,N/A,HighSpeedDampingPlausi
,,
Table: SafetyGuardian Dependency,,
Interface,Sender/Server,Receiver/Client
mBasicAssistMotTorq,SafetyGuardian,N/A
mLowerBasicLimit,SafetyGuardian,N/A
mLowerBasicLimitGeneratorMod,SafetyGuardian,N/A
mMotorTorqueAfterSG4Check,SafetyGuardian,SafetyGuardianPlausi
mMotorTorqueIntegral,SafetyGuardian,N/A
mUpperBasicLimit,SafetyGuardian,N/A
mUpperBasicLimitGeneratorMod,SafetyGuardian,N/A
mAbsUlimitedAssistantTorque,PowerAssistancePlausi(mAbsAssistTorque4Check),SafetyGuardian
mRedMotorTorque,TRCCheck,SafetyGuardian
mTorsionBarTorqueSum,PowerAssistancePlausi(mTorsionBarTorque4Check),SafetyGuardian
nAbsGeneratorRotorSpeed,RotorSpeedCalCheckPlausi(nAbsGenerRotSpeed),SafetyGuardian
nAbsGeneratorRotorSpeed_2,RotorSpeedCalCheckPlausi(nAbsGenerRotSpeed_2),SafetyGuardian
vAbsSafeVehicleSpeed_2,VehicleSpeedPlausi,SafetyGuardian
vSafeVehicleSpeed,VehicleSpeedPlausi(vAbsSafeVehicleSpeed),SafetyGuardian
xGearSign,ApplicationFunctionManage,SafetyGuardian
Event_DemEvent_AppSafetyGuardianIntegralAboveLim,N/A,SafetyGuardian
RDII_ReadCheckRedundantRamU16,RamDataIntegrity,SafetyGuardian
WdgMonI_RunnCPR,WdgMMonitor,SafetyGuardian
,,
Table: Application Dependency,,
Interface,Sender/Server,Receiver/Client
AbsTorsionBarTorque,Application,N/A
cMosTemp,Application,N/A
fALkaDeactivated,Application,N/A
fAssistPraSwitchToLKA,Application,N/A
fEPSDMCInhibit,Application,N/A
fEPS_3_AgFailr,Application,N/A
fEPS_4_PSCMActRPCTrqValid,Application,N/A
fLkaRecTarAngOvRang,Application,N/A
fLkaRecTarSpdOvRang,Application,N/A
fNvWriteFlagNVW,Application,N/A
fOverCurrent,Application,N/A
fTLkaDeactivated,Application,N/A
kPDC_LongTermLearnRackForceNVW,Application,N/A
mActDampMotorTorque,Application,N/A
mActiveReturnMotorTorq,Application,N/A
mCompMotTorOffset,Application,N/A
mDTSCMotorTorqueOffset,Application,N/A
mFricCompMotTorq,Application,N/A
mFricCompMotTorqNVW,Application,N/A
mLKAEPSTorsionTorAct,Application,N/A
mLKATorsionTorLimIntMax,Application,N/A
mLdwCheckedMotorTorque,Application,N/A
mLimMotorTorque,Application,N/A
mLimMotorTorque_2,Application,N/A
mLkaCheckedMMotOffset,Application,N/A
mLkaCheckedTBTOffset,Application,N/A
mLkaMaxRampRate,Application,N/A
mLowerBasicLimit,Application,N/A
mMotTorq4Check,Application,N/A
sALkaICtrState,Application,N/A
sAPCFunCooRetState,Application,N/A
sCalibState,Application,N/A
sDMSErrorCode,Application,N/A
sDTSCPlausiRequestState,Application,N/A
sEPSAssistanceStyle,Application,N/A
sEPSAssociWithDriverModeNVW,Application,N/A
sEPSCharacModeStatusDMSNVW,Application,N/A
sEPS_4_AgCtrlLimActvd,Application,N/A
sEPS_4_LatDrvgAvlForLvl,Application,EpsOutput
sEPS_4_TBTDir,Application,N/A
sESLearnStateLeftNVW,Application,N/A
sESLearnStateRightNVW,Application,N/A
sEngingRunningState,Application,N/A
sEpsALkaErrorCode,Application,N/A
sEpsALkaState,Application,N/A
sEpsApxInhibitCode,Application,N/A
sEpsApxState,Application,N/A
sEpsTLkaErrorCode,Application,N/A
sEpsTLkaState,Application,N/A
sEventMemory,Application,N/A
sInterferDetdState,Application,N/A
sKL15State,Application,N/A
sLdwCtrlState,Application,N/A
sLdwState,Application,N/A
sLdwTorqueNotOK,Application,N/A
sLkaTBTOffsetValid,Application,N/A
sLowVoltageStateOem,Application,N/A
sStStpState,Application,N/A
sSteeringAngleInitState,Application,N/A
sSystemState,Application,N/A
sTLkaICtrState,Application,N/A
sVehicleSpeedState,Application,N/A
sudProgsessionResponse,Application,N/A
vAbsAvgVehicleSpeed,Application,N/A
vAbsSteeringAngleSpeed,Application,N/A
vSteeringAngleSpeed,Application,N/A
vTASAngleSpeed,Application,N/A
wEsStrAngleLeftNVW,Application,N/A
wEsStrAngleRightNVW,Application,N/A
wRecTarAngOvRangLim,Application,N/A
wSteeringAngle,Application,N/A
wSteeringAngleLTCorrNvW,Application,N/A
wSteeringAngleOffsetNVW,Application,N/A
wSteeringAngleRaw,Application,N/A
wWheelSteeringAngle,Application,N/A
xDTSCLongtermFactorNVW,Application,N/A
xLimMotTrq,Application,N/A
yEpasFailSts,Application,N/A
yyySteerModeActivateOut,Application,N/A
zChatterPeriodsCount,Application,N/A
aLateralAcceleration,EpsInput,Application
aLongitudeAccerleration,EpsInput,Application
cMcuTemp,TempDrv,Application
cMotCtrl_Temp,MotTemp(cMotCtrl_CoilTemp),Application
cNtcTemp,TempDrv,Application
eSWConfigNVR,NVRam,Application
fECOModeSWSts,EpsInput,Application
fFCM_3_StrngWhlAgReqA,EpsInput,Application
fFactoryModeEnable,CanTerm,Application
fNvWriteFlagNVR,NVRam,Application
fOutputStageEnable,OutputStage,Application
fcuOffsetUpdateRunning,N/A,Application
fudProgsessionReset,N/A,Application
iBattCurrent,SigTfr,Application
iCurrent_peak,TrqCon,Application
iMaxAllowBatteryCurrent,N/A,Application
iPhaseCurrentU,OutputStage,Application
iPhaseCurrentV,OutputStage,Application
iPhaseCurrentW,OutputStage,Application
kPDC_LongTermLearnRackForceNVR,NVRam,Application
mAbsTorsionBarTorque,TAS,Application
mDriveShaftTorque,DTSCMain,Application
mFricCompMotTorqNVR,NVRam,Application
mGradTorsionBarTorque,TAS,Application
mLkaTorqueReq,EpsInput,Application
mRedTrqFOC2TLC,InputLmt,Application
mSACMotorTorLimExtMax,EpsInput,Application
mSACMotorTorLimExtMin,EpsInput,Application
mTorsionBarTorque,TAS,Application
nEngineSpeed,EpsInput,Application
nRawRotorSpeed,RPS,Application
qLdwVibrationFreq,LDW|LDWCheck,Application
qWheelSpeedFL,ShimmyTrqCal,Application
qWheelSpeedFR,ShimmyTrqCal,Application
sABSActive,EpsInput,Application
sABSFailed,EpsInput,Application
sApxFailureStatus,EpsInput,Application
sApxState,EpsInput,Application
sAssistPraSwitchReq,EpsInput,Application
sDVDAssistanceStyle,EpsInput,Application
sDVDAssociWithDriverMode,EpsInput,Application
sDrivermodeReq,EpsInput,Application
sEPSAssociWithDriverModeNVR,NVRam,Application
sEPSCharacModeStatusDMSNVR,NVRam(sEPSAssistanceStyleNVR),Application
sESLearnStateLeftNVR,NVRam,Application
sESLearnStateRightNVR,NVRam,Application
sFactoryModeState,CanTerm,Application
sLKAReqToqV,EpsInput,Application
sLKAStrAngleReqVld,EpsInput,Application
sLdwVibrationRequest,EpsInput,Application
sLkaFailSts,EpsInput,Application
sLkaL2FunReqSt,EpsInput,Application
sLkaL2ModeReqSt,EpsInput,Application
sLkaRequestTorqueStatus,EpsInput,Application
sNetworkManageStatus,N/A,Application
sRPSErrCode,RPS,Application
sSSMStatus,EpsInput,Application
sSysPowerMode,N/A,Application
sTASAngleInitState,TAS,Application
sVSEState,EpsInput,Application
uBatteryVoltage,BatteryStatus,Application
vRawVehicleSpeed,EpsInput,Application
vWheelSpeedFL,EpsInput,Application
vWheelSpeedFR,EpsInput,Application
vWheelSpeedRL,EpsInput,Application
vWheelSpeedRR,EpsInput,Application
vYawVelocity,N/A,Application
wApxDesireAngle,EpsInput,Application
wApxDesiredRackPositionAngle,APA,Application
wCombAbsAngle,TAS,Application
wEsStrAngleLeftNVR,NVRam,Application
wEsStrAngleRightNVR,NVRam,Application
wRelRotorPosition,RPS,Application
wSteeringAngleLTCorrNvR,NVRam(wSteeringAngleLTCorrNVR),Application
wSteeringAngleOffsetNVR,NVRam,Application
wStrAngleReq,EpsInput,Application
wStrWheelAngleReq,N/A,Application
xDTSCLongtermFactorNVR,NVRam,Application
xDutyCycleU,IoHwAbifRte,Application
xDutyCycleV,IoHwAbifRte,Application
xDutyCycleW,IoHwAbifRte,Application
xGearSignNv,MemProt,Application
xLdwVibrationAmp,LDW|LDWCheck,Application
yDMSModeSetReqFailSts,EpsInput,Application
yRPSCalibStatus,RPS,Application
yReverseGearEngaged,APA,Application
CalibCtrl,Application,N/A
GetCalibState,Application,N/A
SSM_EventNotify,Application,N/A
ErrReaI_Indicator,ErrorReaction,Application
IoHwAbI_GetStatOfIGN,IoHwAbifRte,Application
IoHwAbI_InitEnd,N/A,Application
NvRamI_GetBlockStatus,NVRam,Application
NvRamI_GetWriteAllStatus,NVRam,Application
NvRamI_WriteAll,NVRam,Application
NvRamI_WriteBlock,NVRam,Application
PreDrvI_SetOutputStageOff,OutputStage,Application
PreDrvI_SetOutputStageOn,OutputStage,Application
RDII_ReadCheckRedundantRamS16,RamDataIntegrity,Application
RDII_ReadCheckRedundantRamU16,RamDataIntegrity,Application
WdgMonI_RunnCPR,WdgMMonitor,Application
,,
Table: TorqueSummation Dependency,,
Interface,Sender/Server,Receiver/Client
mSumMotorTorue,TorqueSummation,N/A
mSumMotorTorue_2,TorqueSummation,N/A
fMotTorqOverRide,N/A,TorqueSummation
fMotTorqOverRide_2,N/A,TorqueSummation
mActiveReturnMotorTorq,N/A,TorqueSummation
mActiveReturnMotorTorq_2,N/A,TorqueSummation
mMotTorqOffset,N/A,TorqueSummation
mMotTorqOffset_2,N/A,TorqueSummation
mMotorTorqueAfterSG,N/A,TorqueSummation
mMotorTorqueAfterSG_2,N/A,TorqueSummation
mSumESHSDTorque,N/A,TorqueSummation
mSumESHSDTorque_2,N/A,TorqueSummation
xLimMotTrq,N/A,TorqueSummation
RDII_ReadCheckRedundantRamS16,N/A,TorqueSummation
WdgMonI_RunnCPR1ms,N/A,TorqueSummation
,,
Table: TorqueLimitationCoordinator Dependency,,
Interface,Sender/Server,Receiver/Client
mLimMotorTorque,TorqueLimitationCoordinator,DTSCMain(mLimitedMotorTorque)|EpsSicPage|ErrorHandler|FrictionCompensation(mLimMotorTorue)|InputLmt|RackPosition|RackPositionControl|RotorSpeedCalCheckPlausi(mLimMotorTorue)|RotorSpeedCalculation|SSMErrorCheck|SystemStateMachine|UDSServices
mLimMotorTorque_2,TorqueLimitationCoordinator,N/A
fMotTorqOverRide,FunctionCoordinatorPlausi(fMotTorqOverRideSafe),TorqueLimitationCoordinator
fMotTorqOverRide_2,FunctionCoordinatorPlausi(fMotTorqOverRideSafeRedundant),TorqueLimitationCoordinator
mActiveReturnMotorTorq,ActiveReturnPlausi,TorqueLimitationCoordinator
mActiveReturnMotorTorq_2,ActiveReturnPlausi,TorqueLimitationCoordinator
mMaxAllowedMotTrq,InputLmt(mRedTrqFOC2TLC),TorqueLimitationCoordinator
mMotTorqOffset,FunctionCoordinatorPlausi(mMotTorqOffsetSafe),TorqueLimitationCoordinator
mMotTorqOffset_2,FunctionCoordinatorPlausi(mMotTorqOffsetSafeRedundant),TorqueLimitationCoordinator
mMotorTorqueAfterSG,SafetyGuardianPlausi,TorqueLimitationCoordinator
mMotorTorqueAfterSG_2,SafetyGuardianPlausi,TorqueLimitationCoordinator
mSumESHSDTorque,EndStopCheckPlausi,TorqueLimitationCoordinator
mSumESHSDTorque_2,EndStopCheckPlausi,TorqueLimitationCoordinator
nAbsGeneratoricRotorSpeed4Plausi,RotorSpeedCalculation,TorqueLimitationCoordinator
nRotorSpeedFilt,RotorSpeedCalCheckPlausi(nAbsRotSpeedFilt),TorqueLimitationCoordinator
sEpsApxState,APA,TorqueLimitationCoordinator
sEpsLkaState,LaneKeepAssist,TorqueLimitationCoordinator
sSteeringAngleInitState,RackPosition,TorqueLimitationCoordinator
vAbsAvgVehicleSpeed,VehicleSpeedMain,TorqueLimitationCoordinator
vAbsSteeringAngleSpeed,RotorSpeedCalculation,TorqueLimitationCoordinator
wSteeringAngle,RackPosCorr,TorqueLimitationCoordinator
xLimMotTrq,TRCCheck,TorqueLimitationCoordinator
xMotTrqRedLevel,TorqueLimitationCoServer,TorqueLimitationCoordinator
xMotTrqRedLevelAxis,TorqueLimitationCoServer,TorqueLimitationCoordinator
FIT_AppFun,FailuerInjection,TorqueLimitationCoordinator
RDII_ReadCheckRedundantRamS16,RamDataIntegrity,TorqueLimitationCoordinator
WdgMonI_RunnCPR,WdgMMonitor,TorqueLimitationCoordinator
,,
Table: AssistCurveInterpolation Dependency,,
Interface,Sender/Server,Receiver/Client
mBasicAssistCurveX,AssistCurveInterpolation,N/A
mBasicAssistCurveX4Check,AssistCurveInterpolation,N/A
mBasicAssistCurveY,AssistCurveInterpolation,N/A
mBasicAssistCurveY4Check,AssistCurveInterpolation,N/A
vAbsAvgVehicleSpeed,N/A,AssistCurveInterpolation
vAbsSafeVehicleSpeed,N/A,AssistCurveInterpolation
vAbsSafeVehicleSpeed_2,N/A,AssistCurveInterpolation
yActualChar,N/A,AssistCurveInterpolation
WdgMonI_RunnCPR10ms,N/A,AssistCurveInterpolation
,,
Table: MosfetTemperatureCalculation Dependency,,
Interface,Sender/Server,Receiver/Client
cMosTemp,MosfetTemperatureCalculation,EpsSicPage|OverTemperatureProtection
cPCBTemp,MosfetTemperatureCalculation,OverTemperatureProtection
fMotorStall,MosfetTemperatureCalculation,N/A
zMotorStallPhaseNumber,MosfetTemperatureCalculation,N/A
cMcuTemp,TempDrv,MosfetTemperatureCalculation
cNtcTemp,TempDrv,MosfetTemperatureCalculation
iCurrent_peak,TrqCon,MosfetTemperatureCalculation
iMosCurrentU,OutputStage(iPhaseCurrentU),MosfetTemperatureCalculation
iMosCurrentV,OutputStage(iPhaseCurrentV),MosfetTemperatureCalculation
iMosCurrentW,OutputStage(iPhaseCurrentW),MosfetTemperatureCalculation
nAbsRotorSpd,RotorSpeedCalculation(nAbsRotorSpeedFilt),MosfetTemperatureCalculation
uBatteryVol,BatteryStatus(uBatteryVoltage),MosfetTemperatureCalculation
xPWMDutyU,IoHwAbifRte(xDutyCycleU),MosfetTemperatureCalculation
xPWMDutyV,IoHwAbifRte(xDutyCycleV),MosfetTemperatureCalculation
xPWMDutyW,IoHwAbifRte(xDutyCycleW),MosfetTemperatureCalculation
WdgMonI_RunnCPR,WdgMMonitor,MosfetTemperatureCalculation
,,
Table: EndStop Dependency,,
Interface,Sender/Server,Receiver/Client
mESDampingTrq,EndStop,N/A
mESMotorTorque4Check,EndStop,EndStopCheckPlausi
mESSprTrq,EndStop,ChatterRecognition(mSpringTorque)|SteeringControl(mESSpringTrq)
mHiSpdDampTorq4Check,EndStop,EndStopCheckPlausi
lEsRackPosLeft,RackPositionPlausi,EndStop
lEsRackPosRight,RackPositionPlausi,EndStop
lRackPosition2ES,RackPositionPlausi,EndStop
mAssistMotTrq,PowerAssistance(mAtMotorTorque),EndStop
mMaxAssistTorque,PowerAssistance,EndStop
nRotorSpeedFilt,RotorSpeedCalculation,EndStop
sESLearnStateLeftNVR,NVRam,EndStop
sESLearnStateRightNVR,NVRam,EndStop
sSteeringAngleInitState,RackPosition,EndStop
vAbsAvgVehicleSpeed,VehicleSpeedMain,EndStop
wAbsSteeringAngle,RackPosCorr,EndStop
wEsStrAngleLeftNVR,NVRam,EndStop
wEsStrAngleRightNVR,NVRam,EndStop
wSteeringAngle,RackPosCorr,EndStop
wSteeringAngleLeftEnd,RackPositionPlausi,EndStop
wSteeringAngleRightEnd,RackPositionPlausi,EndStop
xGearSign,ApplicationFunctionManage,EndStop
xLimMotTrq,TRCCheck,EndStop
yActualChar,DMS,EndStop
WdgMonI_RunnCPR,WdgMMonitor,EndStop
,,
Table: VehicleSpeedPlausi Dependency,,
Interface,Sender/Server,Receiver/Client
vAbsSafeNssVehicleSpeed,VehicleSpeedPlausi,APA|APACheck|RackPositionControl
vAbsSafeVehicleSpeed,VehicleSpeedPlausi,ActiveReturn|ActiveReturnPlausi|LDW|LKAChatterRecognizition|LaneKeepAssist|LaneKeepAssistAngleCtrlMain|LaneKeepAssistAngleCtrlPlausi|LaneKeepAssistAngleCtrlTorque|LaneKeepAssistAngleTorqConvert|LaneKeepAssistPlausi|SafetyGuardian(vSafeVehicleSpeed)|SafetyGuardianPlausi
vAbsSafeVehicleSpeed_2,VehicleSpeedPlausi,ActiveReturn|ActiveReturnPlausi|SafetyGuardian|SafetyGuardianPlausi
vAbsAvgVehicleSpeed,VehicleSpeedMain,VehicleSpeedPlausi
vAbsSafeNssVehicleSpeedMain,VehicleSpeedMain,VehicleSpeedPlausi
vAbsSafeVehicleSpeedMain,VehicleSpeedMain,VehicleSpeedPlausi
vRawVehicleSpeed,EpsInput,VehicleSpeedPlausi
vWheelSpeedFL,EpsInput,VehicleSpeedPlausi
vWheelSpeedFR,EpsInput,VehicleSpeedPlausi
vWheelSpeedRL,EpsInput,VehicleSpeedPlausi
vWheelSpeedRR,EpsInput,VehicleSpeedPlausi
ErrReaI_Indicator,ErrorReaction,VehicleSpeedPlausi
Event_DemEvent_AppPlausiCheckErr,N/A,VehicleSpeedPlausi
RDII_ReadCheckRedundantRamU16,N/A,VehicleSpeedPlausi
WdgMonI_RunnCPR,WdgMMonitor,VehicleSpeedPlausi
,,
Table: VehicleSpeedCalculation Dependency,,
Interface,Sender/Server,Receiver/Client
sRawVehicleSpeedState,VehicleSpeedCalculation,N/A
sVehicleRunning,VehicleSpeedCalculation,N/A
sVehicleSpeedState,VehicleSpeedCalculation,N/A
vAbsAvgVehicleSpeed,VehicleSpeedCalculation,N/A
vAbsSafeNssVehicleSpeed,VehicleSpeedCalculation,N/A
vAbsSafeVehicleSpeed,VehicleSpeedCalculation,N/A
vAbsSafeVehicleSpeed_2,VehicleSpeedCalculation,N/A
vRawVehicleSpeedSend,VehicleSpeedCalculation,N/A
sSteeringAngleInitState,RackPosition,VehicleSpeedCalculation
vRawVehicleSpeed,EpsInput,VehicleSpeedCalculation
vWheelSpeedFL,EpsInput,VehicleSpeedCalculation
vWheelSpeedFR,EpsInput,VehicleSpeedCalculation
vWheelSpeedRL,EpsInput,VehicleSpeedCalculation
vWheelSpeedRR,EpsInput,VehicleSpeedCalculation
wAbsSteeringAngle,RackPosCorr,VehicleSpeedCalculation
ErrReaI_Indicator,ErrorReaction,VehicleSpeedCalculation
SSM_EventClear,SystemStateMachine,VehicleSpeedCalculation
